#1
double Tab1(8,4) # test
0	1.00E-03	1.70E-03	3.40E-03
0	0	0	0
0.55	0.004003651	0.004378606	0.005212061
1.1	0.005072751	0.005927526	0.006884847
1.65	0.005448212	0.006437807	0.007777902
2.21	0.005841307	0.007037222	0.008286683
2.76	0.006028537	0.007303317	0.008713098
3.31	0.006098357	0.007502503	0.009096603
